product_id,product_name,category,price,cost
217,Ponds Face Wash 316,Personal Care,602.4,111
218,HP Envy 15 491,Computers,1415.14,340
219,Dove Shampoo 894,Personal Care,283.57,265
220,Aashirvaad Atta 124,Grocery,246.34,25
221,Asus ROG Zephyrus 917,Computers,1292.74,240
222,Apple iPhone 15 217,Electronics,1393.75,236
223,Asus ROG Zephyrus 798,Computers,200.99,443
224,Nilkamal Wardrobe 283,Furniture,1256.18,261
225,Sony WH-1000XM5 701,Electronics,406.14,474
226,Ponds Face Wash 623,Personal Care,485.72,184
227,Rich Dad Poor Dad 712,Books,1011.19,338
228,JBL Flip 6 254,Electronics,1200.43,38
229,Godrej Bed 504,Furniture,526.04,490
230,IKEA Dining Table 884,Furniture,374.36,490
231,Gap Cargo Pants 163,Apparel,775.3,94
232,Gap Cargo Pants 926,Apparel,450.94,247
233,HP Envy 15 130,Computers,265.23,492
234,HP Envy 15 187,Computers,1339.68,461
235,Dove Shampoo 873,Personal Care,966.07,314
236,Levi’s 511 Jeans 125,Apparel,1083.67,358
237,Pepperfry Chair 323,Furniture,344.65,389
238,MacBook Air M3 489,Computers,661.85,425
239,Ponds Face Wash 127,Personal Care,1138.1,434
240,Samsung Charger 901,Accessories,803.01,169
241,Nilkamal Wardrobe 462,Furniture,414.27,315
242,MacBook Air M3 408,Computers,1237.94,369
243,Aashirvaad Atta 156,Grocery,1161.94,400
244,Tata Tea Premium 266,Grocery,1048.01,499
245,Amul Butter 216,Grocery,351.37,478
246,Sapiens 411,Books,474.95,144
247,HP Mouse 336,Accessories,953.89,467
248,Adidas Ultraboost 910,Footwear,1373.23,379
249,Dove Shampoo 287,Personal Care,867.4,369
250,The Lean Startup 752,Books,191.86,478
251,Nivea Cream 631,Personal Care,666.04,232
252,Adidas Ultraboost 886,Footwear,996.46,131
253,IKEA Dining Table 217,Furniture,640.74,220
254,Nestlé Milk Powder 400,Grocery,1481.33,335
255,Prestige Cookware Set 589,Home Appliances,890.6,351
256,H&M Cotton T-Shirt 730,Apparel,1089.09,484
257,Uniqlo Hoodie 506,Apparel,586.56,84
258,HP Envy 15 400,Computers,778.03,259
259,HP Envy 15 802,Computers,1272.27,173
260,Godrej Bed 236,Furniture,26.77,303
261,Apple iPhone 15 516,Electronics,1241.68,498
262,Sony Earbuds 332,Accessories,521.69,151
263,Aashirvaad Atta 503,Grocery,946.63,176
264,Anker Power Bank 947,Accessories,964.61,111
265,Aashirvaad Atta 567,Grocery,376.59,230
266,Deep Work 921,Books,323.87,175
267,Deep Work 276,Books,930.95,441
268,Whirlpool Refrigerator 168,Home Appliances,1433.85,54
269,Levi’s 511 Jeans 724,Apparel,586.41,53
270,Ponds Face Wash 685,Personal Care,75.22,271
271,Tata Tea Premium 821,Grocery,1444.17,372
272,Atomic Habits 815,Books,476.13,436
273,Sapiens 269,Books,1125.87,390
274,Levi’s 511 Jeans 147,Apparel,590.56,467
275,Amul Butter 768,Grocery,116.39,107
276,Sony Earbuds 403,Accessories,1451.52,298
277,Nivea Cream 306,Personal Care,1286.95,226
278,Apple iPhone 15 347,Electronics,583.88,244
279,Whirlpool Refrigerator 301,Home Appliances,1242.34,250
280,New Balance 574 818,Footwear,808.23,246
281,Whirlpool Refrigerator 848,Home Appliances,1096.91,120
282,MacBook Air M3 292,Computers,437.86,440
283,JBL Flip 6 413,Electronics,769.02,93
284,Rich Dad Poor Dad 472,Books,328.92,435
285,Nestlé Milk Powder 712,Grocery,1310.72,278
286,JBL Flip 6 445,Electronics,334.9,167
287,MacBook Air M3 217,Computers,1231.99,58
288,Gap Cargo Pants 616,Apparel,858.53,110
289,Pepperfry Chair 797,Furniture,452.31,334
290,Philips Air Fryer 489,Home Appliances,364.83,38
291,Amul Butter 405,Grocery,43.95,191
292,Sapiens 214,Books,825,131
293,Deep Work 839,Books,284.92,495
294,JBL Flip 6 177,Electronics,1457.8,274
295,MacBook Air M3 916,Computers,845.33,195
296,Dove Shampoo 283,Personal Care,39.17,362
297,Whirlpool Refrigerator 229,Home Appliances,1242.9,329
298,Dettol Sanitizer 537,Personal Care,887.49,214
299,HP Envy 15 262,Computers,801.69,317
300,Sapiens 412,Books,499.37,219
301,Amul Butter 116,Grocery,1369.94,48
302,IKEA Dining Table 334,Furniture,1433.84,338
303,LG Washing Machine 998,Home Appliances,251.03,371
304,Dell XPS 13 835,Computers,544.35,499
305,Philips Air Fryer 506,Home Appliances,116.78,200
306,Dettol Sanitizer 264,Personal Care,550.71,219
307,Puma RS-X 708,Footwear,120.63,497
308,Nike Air Max 129,Footwear,83.99,207
309,Levi’s 511 Jeans 559,Apparel,811.48,188
310,HP Envy 15 400,Computers,993.99,375
311,New Balance 574 552,Footwear,505.33,146
312,Sapiens 293,Books,641.15,369
313,New Balance 574 514,Footwear,166.45,364
314,Nilkamal Wardrobe 506,Furniture,1043.28,378
315,JBL Flip 6 651,Electronics,1486.86,392
316,Zara Linen Shirt 569,Apparel,313.9,144
317,Sony WH-1000XM5 779,Electronics,453.13,310
318,JBL Flip 6 874,Electronics,360.38,444
319,Nilkamal Wardrobe 594,Furniture,1309.71,171
320,Sapiens 838,Books,1041.12,236
321,Asus ROG Zephyrus 751,Computers,198.07,30
322,Urban Ladder Sofa 402,Furniture,506.07,374
323,Adidas Ultraboost 390,Footwear,52.24,346
324,Sapiens 589,Books,1054.42,269
325,Philips Air Fryer 436,Home Appliances,79.56,163
326,Colgate Toothpaste 997,Personal Care,131.59,229
327,Apple AirPods 364,Accessories,610.82,267
328,Nivea Cream 264,Personal Care,34.77,294
329,The Lean Startup 618,Books,413.19,343
330,Dove Shampoo 752,Personal Care,306.4,238
331,Zara Linen Shirt 193,Apparel,1480.37,35
332,HP Mouse 304,Accessories,288.01,123
333,Nilkamal Wardrobe 552,Furniture,949.93,146
334,Aashirvaad Atta 946,Grocery,1173.93,160
335,Amul Butter 178,Grocery,298.14,373
336,The Lean Startup 791,Books,580.66,89
337,Atomic Habits 167,Books,504.28,217
338,Levi’s 511 Jeans 626,Apparel,1166.87,277
339,Lenovo ThinkPad X1 394,Computers,1096.37,218
340,LG Washing Machine 240,Home Appliances,1421.46,286
341,Colgate Toothpaste 772,Personal Care,448.53,439
342,Dell XPS 13 790,Computers,250.3,187
343,Dell XPS 13 137,Computers,916.8,223
344,Nestlé Milk Powder 985,Grocery,1454.66,182
345,Nestlé Milk Powder 331,Grocery,79.84,475
346,HP Mouse 824,Accessories,709.82,216
347,Samsung Galaxy S24 600,Electronics,118.18,152
348,Deep Work 825,Books,1070.21,113
349,Colgate Toothpaste 791,Personal Care,797.64,255
350,Asus ROG Zephyrus 319,Computers,986.94,336
351,Samsung Charger 197,Accessories,710.39,364
352,Apple iPhone 15 559,Electronics,1050.16,216
353,Uniqlo Hoodie 836,Apparel,1291.03,338
354,Puma RS-X 649,Footwear,612.58,167
355,MacBook Air M3 350,Computers,891.62,227
356,Whirlpool Refrigerator 306,Home Appliances,867.19,309
357,New Balance 574 243,Footwear,1206.41,417
358,HP Envy 15 160,Computers,1319.82,399
359,Philips Air Fryer 150,Home Appliances,607.77,261
360,Rich Dad Poor Dad 617,Books,467.17,186
361,JBL Flip 6 255,Electronics,1010.02,245
362,JBL Flip 6 909,Electronics,1084.63,380
363,New Balance 574 484,Footwear,422.63,396
364,Lenovo ThinkPad X1 221,Computers,971.02,72
365,Apple AirPods 621,Accessories,1285.65,22
366,Urban Ladder Sofa 352,Furniture,690.46,489
367,Asus ROG Zephyrus 907,Computers,153.74,477
368,Godrej Bed 131,Furniture,581.64,114
369,MacBook Air M3 983,Computers,1410.83,37
370,Lenovo ThinkPad X1 391,Computers,19.53,161
371,Aashirvaad Atta 620,Grocery,498.4,462
372,Sapiens 569,Books,27.85,473
373,The Lean Startup 688,Books,925.65,416
374,H&M Cotton T-Shirt 733,Apparel,19.95,50
375,Lenovo ThinkPad X1 336,Computers,751.11,417
376,Logitech MX Master 3S 954,Electronics,40.29,455
377,Dell XPS 13 263,Computers,1404.82,23
378,Colgate Toothpaste 552,Personal Care,219.35,453
379,Aashirvaad Atta 281,Grocery,302.49,481
380,Sony WH-1000XM5 731,Electronics,294.82,471
381,Sony WH-1000XM5 431,Electronics,1112.88,293
382,Samsung Galaxy S24 537,Electronics,1449.45,126
383,Sony WH-1000XM5 174,Electronics,1187.32,263
384,Logitech MX Master 3S 154,Electronics,941.17,248
385,HP Envy 15 438,Computers,390.08,156
386,Amul Butter 866,Grocery,985.07,59
387,IKEA Dining Table 868,Furniture,1197.5,310
388,Urban Ladder Sofa 854,Furniture,560.7,46
389,Dell XPS 13 804,Computers,851.96,443
390,JBL Flip 6 277,Electronics,321.97,129
391,IKEA Dining Table 811,Furniture,514.32,276
392,JBL Flip 6 233,Electronics,780.73,174
393,Apple AirPods 383,Accessories,745.9,80
394,Rich Dad Poor Dad 736,Books,615.45,240
395,Ponds Face Wash 147,Personal Care,1176.13,315
396,Nestlé Milk Powder 244,Grocery,767.44,229
397,HP Mouse 139,Accessories,1117.58,321
398,Dyson Vacuum Cleaner 502,Home Appliances,1211.5,49
399,Zara Linen Shirt 612,Apparel,1367.69,180
400,Anker Power Bank 708,Accessories,1022.7,127
401,Apple AirPods 846,Accessories,920.39,97
402,Zara Linen Shirt 763,Apparel,805.96,437
403,Aashirvaad Atta 646,Grocery,1287.72,204
404,Philips Air Fryer 935,Home Appliances,665.9,35
405,Godrej Bed 606,Furniture,1296.04,19
406,Deep Work 347,Books,1368.04,91
407,Levi’s 511 Jeans 800,Apparel,1252.54,313
408,MacBook Air M3 357,Computers,1215.57,446
409,Asus ROG Zephyrus 911,Computers,118.73,333
410,Sony WH-1000XM5 451,Electronics,512.05,81
411,Reebok Classic 193,Footwear,302.34,464
412,Apple AirPods 264,Accessories,684.82,49
413,Samsung Galaxy S24 294,Electronics,1370.87,164
414,Sapiens 126,Books,904.53,37
415,H&M Cotton T-Shirt 804,Apparel,807.4,261
416,Samsung Galaxy S24 305,Electronics,105.44,413
417,Kellogg’s Corn Flakes 220,Grocery,107.18,494
418,Dell XPS 13 213,Computers,268.84,356
419,Asus ROG Zephyrus 788,Computers,316.78,51
420,Logitech MX Master 3S 623,Electronics,189.49,34
421,Nivea Cream 550,Personal Care,136.12,129
422,Dell XPS 13 149,Computers,145.37,444
423,Sony WH-1000XM5 578,Electronics,1019.49,309
424,Anker Power Bank 726,Accessories,697.57,233
425,Philips Air Fryer 694,Home Appliances,849.1,123
426,Gap Cargo Pants 877,Apparel,492.45,498
427,Samsung Galaxy S24 289,Electronics,176.35,137
428,Dove Shampoo 172,Personal Care,886.27,93
429,Dell XPS 13 868,Computers,540.79,337
430,Amul Butter 656,Grocery,925.21,399
431,Nike Air Max 833,Footwear,1460.35,310
432,Samsung Charger 311,Accessories,1015.6,241
433,Aashirvaad Atta 999,Grocery,1064.48,354
434,Sony WH-1000XM5 307,Electronics,703.11,326
435,Asus ROG Zephyrus 163,Computers,761.13,348
436,Sony Earbuds 979,Accessories,592.25,468
437,Gap Cargo Pants 560,Apparel,804.03,468
438,Nilkamal Wardrobe 502,Furniture,445.89,469
439,Zara Linen Shirt 277,Apparel,1259.33,253
440,Pepperfry Chair 144,Furniture,753.39,432
441,HP Mouse 804,Accessories,58.17,81
442,Godrej Bed 228,Furniture,209.41,117
443,Colgate Toothpaste 562,Personal Care,649.71,165
444,Whirlpool Refrigerator 424,Home Appliances,209.89,25
445,Kellogg’s Corn Flakes 140,Grocery,1282.52,394
446,Whirlpool Refrigerator 949,Home Appliances,1091.37,240
447,Nivea Cream 640,Personal Care,813.82,198
448,Philips Air Fryer 668,Home Appliances,799.09,154
449,MacBook Air M3 238,Computers,729.28,64
450,Apple iPhone 15 416,Electronics,157.25,51
451,IKEA Dining Table 709,Furniture,1120.63,253
452,Rich Dad Poor Dad 191,Books,253.26,442
453,Reebok Classic 475,Footwear,698.2,107
454,Kellogg’s Corn Flakes 116,Grocery,807.03,388
455,Colgate Toothpaste 621,Personal Care,898.19,492
456,Asus ROG Zephyrus 455,Computers,207.87,235
457,Lenovo ThinkPad X1 156,Computers,380.73,497
458,Pepperfry Chair 903,Furniture,234.57,63
459,Prestige Cookware Set 356,Home Appliances,170.36,239
460,Sony Earbuds 450,Accessories,189.69,81
461,Anker Power Bank 192,Accessories,236.95,264
462,H&M Cotton T-Shirt 381,Apparel,828.81,334
463,Pepperfry Chair 828,Furniture,41.69,127
464,Urban Ladder Sofa 591,Furniture,77.1,255
465,Sony WH-1000XM5 251,Electronics,59.78,114
466,LG Washing Machine 314,Home Appliances,1288.6,269
467,Philips Air Fryer 478,Home Appliances,1297.04,69
468,LG Washing Machine 291,Home Appliances,67.33,143
469,Atomic Habits 772,Books,194.7,290
470,Urban Ladder Sofa 131,Furniture,1337.82,107
471,Philips Air Fryer 718,Home Appliances,1164.92,116
472,Colgate Toothpaste 218,Personal Care,68.94,397
473,Pepperfry Chair 474,Furniture,1459.67,335
474,Apple iPhone 15 996,Electronics,135.45,443
475,Anker Power Bank 863,Accessories,310.57,361
476,JBL Flip 6 647,Electronics,26.43,50
477,Tata Tea Premium 473,Grocery,905.74,447
478,Adidas Ultraboost 729,Footwear,174.51,144
479,Sapiens 604,Books,160.42,175
480,Dyson Vacuum Cleaner 284,Home Appliances,923.35,117
481,Atomic Habits 581,Books,26.58,105
482,Atomic Habits 886,Books,647.17,226
483,Atomic Habits 969,Books,528.08,334
484,IKEA Dining Table 372,Furniture,1348.08,59
485,Logitech MX Master 3S 921,Electronics,341.12,121
486,Samsung Charger 608,Accessories,462.56,476
487,Rich Dad Poor Dad 657,Books,697.65,481
488,Dettol Sanitizer 171,Personal Care,1411.22,170
489,LG Washing Machine 644,Home Appliances,706.81,314
490,Dettol Sanitizer 590,Personal Care,77.15,21
491,Amul Butter 947,Grocery,445.22,103
492,HP Mouse 430,Accessories,807.38,95
493,IKEA Dining Table 611,Furniture,1476.51,223
494,Philips Air Fryer 406,Home Appliances,422.7,457
495,Nilkamal Wardrobe 271,Furniture,90.28,467
496,Sapiens 394,Books,1483.78,72
497,Dove Shampoo 145,Personal Care,1000.89,34
498,H&M Cotton T-Shirt 549,Apparel,566.39,484
499,Apple AirPods 108,Accessories,1007.86,446
500,Apple AirPods 595,Accessories,1228.93,446
501,Aashirvaad Atta 466,Grocery,919.37,367
502,Rich Dad Poor Dad 553,Books,10.02,88
503,Levi’s 511 Jeans 851,Apparel,944.74,381
504,Amul Butter 572,Grocery,360.17,277
505,Adidas Ultraboost 277,Footwear,110.43,259
506,Dell XPS 13 230,Computers,891.83,393
507,Samsung Charger 496,Accessories,671.98,55
508,Reebok Classic 876,Footwear,446.46,476
509,Asus ROG Zephyrus 614,Computers,973.2,337
510,Samsung Galaxy S24 102,Electronics,1239.07,473
511,The Lean Startup 628,Books,611.81,163
512,Whirlpool Refrigerator 944,Home Appliances,315.69,27
513,Apple iPhone 15 243,Electronics,493.47,74
514,The Lean Startup 708,Books,1388.64,144
515,Samsung Galaxy S24 639,Electronics,1209,51
516,Reebok Classic 799,Footwear,821.88,99
517,Adidas Ultraboost 824,Footwear,351.73,206
518,Apple AirPods 187,Accessories,1109.68,377
519,HP Mouse 997,Accessories,166.33,149
520,Samsung Charger 859,Accessories,134.1,138
521,Pepperfry Chair 955,Furniture,1436.3,69
522,Prestige Cookware Set 110,Home Appliances,974.51,412
523,HP Envy 15 743,Computers,77.55,152
524,LG Washing Machine 864,Home Appliances,28.12,357
525,Dettol Sanitizer 123,Personal Care,511.08,59
526,Nike Air Max 956,Footwear,1203.03,399
527,The Lean Startup 415,Books,923.21,122
528,Samsung Charger 995,Accessories,617.58,350
529,Reebok Classic 577,Footwear,1382.74,107
530,Amul Butter 957,Grocery,290.73,268
531,Anker Power Bank 794,Accessories,1354.15,107
532,Nike Air Max 673,Footwear,521.29,401
533,Prestige Cookware Set 854,Home Appliances,12.52,446
534,Gap Cargo Pants 357,Apparel,1009.35,235
535,Rich Dad Poor Dad 448,Books,73.79,371
536,Tata Tea Premium 341,Grocery,922.35,277
537,LG Washing Machine 258,Home Appliances,256.76,201
538,Zara Linen Shirt 888,Apparel,795.59,250
539,New Balance 574 169,Footwear,848.68,225
540,Urban Ladder Sofa 584,Furniture,1259.98,269
541,Asus ROG Zephyrus 117,Computers,1109.33,376
542,Sapiens 194,Books,795.07,320
543,Anker Power Bank 722,Accessories,1095.96,455
544,Kellogg’s Corn Flakes 640,Grocery,777.43,130
545,Prestige Cookware Set 323,Home Appliances,657.07,304
546,Reebok Classic 325,Footwear,917.07,227
547,Whirlpool Refrigerator 283,Home Appliances,1344.65,435
548,MacBook Air M3 901,Computers,1354.1,302
549,Dove Shampoo 972,Personal Care,78.33,314
550,Asus ROG Zephyrus 971,Computers,1331.27,23
551,Whirlpool Refrigerator 152,Home Appliances,742.98,382
552,Prestige Cookware Set 808,Home Appliances,1489.7,486
553,Lenovo ThinkPad X1 982,Computers,1130.92,121
